"","IBNR","CL","ODP","EV","DP"
"815",9364,8850,8763.80844871377,8752.48369351803,9130.23495820082
"816",7930,6982,6964.49851090122,6965.82642514161,7202.22940244555
"817",8549,8219,8168.88648760467,8146.4366475506,8524.67309183585
"818",8592,8992.5,9020.06494907162,9000.79458077512,9189.45186773163
"819",8501,8140.5,8135.94517900843,8140.60208765453,8664.33802632362
"820",7685,7847,7814.44662793228,7800.42092502509,8295.95200888409
"821",6815,7242.5,7222.52782555432,7194.69952637941,7354.0740341891
"822",6950,6717,6702.6449837574,6699.24914616071,6765.89745256749
"823",7457,8215,8157.01848848303,8173.06352427912,8390.0054357227
"824",7728,NA,NA,NA,NA
"825",8483,7528.5,7505.91969577808,7506.84070882148,8146.63815004792
"826",7329,7925,7923.25580944547,7920.82535571701,8007.29134197433
"827",7872,7997.5,7969.51258274749,7952.66627605315,8210.71291602989
"828",7148,7599,7563.97424829827,7554.96806724564,7814.92588007785
"829",7446,7312.5,7238.55198187854,7230.18864978827,7568.43937817249
"830",8870,7671.5,7645.36552690831,7623.67797691715,8258.47717987232
"831",7173,8169.5,8146.94688855835,8121.83047191515,8280.06377266195
"832",7494,7927,7860.02062739984,7844.54426599296,8093.90980986273
"833",8721,7921,7869.66864008086,7854.90201832272,8552.13048455329
"834",8693,7940.5,7897.22268841654,7882.09514448222,8222.97153732379
"835",7853,7735,7711.99780468175,7751.61512224012,7892.39021810277
"836",9030,8697,8648.90439604674,8608.86459838717,9340.58592675201
"837",7395,6413,6402.919489757,6389.3212456482,6612.12101193618
"838",7876,7803.5,7724.4142515706,7722.99377608004,8129.94321195558
"839",7968,8010.5,7991.46275351621,7946.52167425874,8442.78406217412
"840",7720,8095,8096.9086430679,8072.64654199461,8451.70809725376
"841",8128,7198,7128.97351998757,7124.78582288181,7645.94951784356
"842",7191,6874,6845.88162807773,6801.58552030991,7212.16128606137
"843",7464,7780,7755.19097688009,7750.70804364617,8077.07297809096
"844",7211,7988.5,7982.96995685698,7961.16260488857,8108.43350470265
"845",6936,8262.5,8199.89935012066,8192.54011002311,8481.20249615961
"846",9614,9410,9357.98036289359,9326.23365078039,9761.54324861403
"847",7202,7728.5,7697.13043736409,7686.28929992551,7838.72059940062
"848",8673,8501,8451.52029366504,8429.00073053359,8699.41299096778
"849",8668,7842,7810.64017068135,7803.76327644553,7946.16756013628
"850",8987,8934,8914.22923187978,8905.97431821939,9122.81972742509
"851",8640,8129.5,8108.06711648498,8086.38705684079,8706.7490442763
"852",8273,7811.5,7753.41910295886,7767.57021631789,8304.06995879022
"853",7895,7721,7696.47580853955,7677.40978186568,8073.56312796515
"854",8007,7584.5,7536.98905095487,7547.15022644224,7887.14350748747
"855",7037,7513.5,7500.2722753155,7521.44290660908,7567.823491854
"856",8144,7676.5,7692.74214373869,7663.89912885995,8282.93731836805
"857",8257,7764,7738.2853972877,7748.98267280865,8060.96313358543
"858",8207,8509,8466.90089863902,8458.73089305613,8889.19529077648
"859",7679,7500,7456.31014497384,7452.72030847173,7693.62612817197
"860",7616,7502,7454.95813628101,7443.00705847935,7754.15127923549
"861",7329,7479.5,7470.46727252817,7422.02082116728,7782.46151190461
"862",8004,7713.5,7682.79266038475,7688.00027358104,7986.06175171833
"863",6916,7711.5,7680.74642671994,7652.67951579139,7899.17470740633
"864",7490,7846,7836.77363778707,7828.63171890722,8054.23684685737
"865",8247,8636.5,8613.51494082518,8584.80483016182,9157.93362885772
"866",7044,7541,7491.85526604286,7463.4193987668,7646.72942861969
"867",8400,7962.5,7895.72382670647,7895.43098726678,8498.7462229592
"868",8171,7987,7961.84689391697,7946.99901912123,8215.2146657329
"869",8922,9855.5,9812.2776882978,9763.52627941047,10116.6366341346
"870",7810,7594.5,7578.11811475313,7538.6794646436,7883.29272894117
"871",7542,7193.5,7180.86652653167,7155.93704662112,7720.88935940381
"872",8711,8175,8143.02313291912,8133.21525901106,8694.03058710256
"873",8309,8081,8042.92331404454,7999.28215570588,8308.77356798401
"874",7204,7100,7060.96042092883,7048.89195746565,7282.56562517183
"875",9272,8498,8490.07932638733,8484.57899298392,8615.49432301916
"876",9329,8626,8626.18093447101,8615.64529441302,8939.63153822421
"877",7252,8241.5,8226.34237745955,8124.76774920948,8671.12419911555
"878",9056,7870,7828.91701629166,7805.83797629415,8286.10806494114
"879",7709,7978.5,7966.82221727976,7930.87257334432,8570.968362803
"880",8691,8179.5,8125.13762693172,8127.56479983453,8696.94525542362
"881",8977,7330,7374.73224540555,7330.94482473532,7748.86892347483
"882",8559,7557,7491.03867552897,7491.39014656572,8430.8369800405
"883",8262,7329,7304.35368555719,7286.61893297642,7806.46724028807
"884",9412,7376,7387.44160966999,7347.38294334879,7900.44500936743
"885",7233,8231.5,8189.53328496863,8161.41531253566,8547.44469456597
"886",8521,7629,7572.86372059371,7548.85344851837,8093.3682803208
"887",6886,7423,7412.72600091765,7431.46104111518,7512.51035337997
"888",8009,8027.5,8030.67850676624,8018.17450144841,8538.27672026023
"889",6997,7781,7752.81576546123,7725.65208865715,8186.36117146593
"890",6913,6583.5,6556.17912741743,6552.56413413303,6766.64079435778
"891",8419,8028.5,7980.70803506943,7983.21725273713,8269.25980376058
"892",10075,8887.5,8898.09890245572,8892.0935035523,9547.03625274415
"893",8823,8308.5,8279.93325220461,8265.16274153432,8795.07508514578
"894",7675,8217.5,8224.1105283319,8191.19030747998,8579.88455708839
"895",7561,7295,7270.15315512934,7261.15403618813,7585.42718455988
"896",7183,6870.5,6841.8497473438,6841.04761119223,7335.74209390235
"897",9753,9083,9030.80603793244,9046.47908677212,9763.39988413551
"898",7672,7755,7691.30553635002,7686.80741894074,8106.87369121396
"899",8737,8771.5,8769.82123235325,8734.58793977778,8963.26635986472
"900",9326,8473.5,8489.49122624254,8487.64909061766,8906.04519902421
"901",8656,7484,7443.98766178321,7442.08931800394,7775.82520647896
"902",7940,8673,8649.77884478381,8659.49295192542,8843.64419014211
"903",7869,7560.5,7497.92967031266,7490.1504695951,7943.24652981254
"904",7980,7974.5,7946.60359081067,7928.59421592588,8113.79405064759
"905",7693,7540.5,7495.53924630835,7509.75555882739,7839.92508240654
"906",7170,8541,8521.57777802436,8520.44825583786,8727.94370922536
"907",7400,8423.5,8406.58726920882,8410.15732465635,8438.7898312878
"908",8467,7692.5,7631.72316840745,7632.25303228416,7901.38794492048
"909",8119,8079,8096.27887124443,8087.0492718265,8249.03254883395
"910",7076,8347,8321.98908410277,8294.75582937308,8517.58074812622
"911",8612,7340,7285.49639314686,7282.38594311088,7786.54698392137
"912",8206,7826,7742.35032054318,7739.38732082818,8031.44918470761
"913",9121,7978,7940.29096828532,7944.66318704413,8226.26086582437
"914",7288,9209.5,9172.81774119434,9135.22777267503,9202.15950212782
"915",7224,8072.5,8032.99896728254,8010.51742671295,8176.33025148251
"916",7738,8388,8331.6772101497,8310.48129098491,8668.02107224902
"917",8655,7635.5,7605.96637439714,7620.42939663587,7956.88509322774
"918",8013,8049.5,7982.19403926504,7972.94038421281,8583.05570004285
"919",8161,7964,7929.83416733131,7908.35099629335,8505.36217425139
"920",8089,7621,7625.84527242953,7606.10872076397,7792.47917683018
"921",8141,7679,7650.43339449586,7652.7017997514,7945.60626959555
"922",8268,8023,7974.67212823889,7958.77926704047,8408.40791085237
"923",7964,7134.5,7095.86521322689,7077.68365012729,7613.4160444735
"924",8774,8402.5,8361.98160881175,8358.67876564493,8994.33161614224
"925",6786,7132,7103.79842651061,7094.61922601214,7467.90219854129
"926",7353,7264.5,7245.61811313605,7211.54752586823,7441.98885487986
"927",7827,7459.5,7445.34561777178,7436.36811551019,7731.33030343619
"928",7567,7117,7095.0068538663,7071.92181687172,7355.50564263777
"929",8072,8800.5,8757.68558396118,8784.3344148579,8948.33767284566
"930",7213,7001,6978.60772121393,6954.21681732121,7181.08799428111
"931",8138,7378,7321.73109820726,7319.62850474172,7557.3147400958
"932",7473,8003,8014.34605966704,7977.59943269057,8099.41512843753
"933",7256,8153.5,8125.62311172398,8096.33738770204,8199.73733842923
"934",7782,7509,7512.2786560499,7481.19865892293,7855.56311757268
"935",8853,8191.5,8123.49273738744,8138.02068384646,8793.54537365603
"936",7574,8002.5,7977.54127859494,7936.73986821142,8248.96735069515
"937",7998,7847,7808.30696515461,7820.30063987176,7996.29555720664
"938",8010,6897,6875.45038947934,6872.66789116389,7372.94202360254
"939",7045,7265,7232.22808137552,7202.8735806363,7551.72540140501
"940",8090,7486,7420.72247537913,7393.06697152822,7891.55347913269
"941",8420,8681.5,8642.47925273274,8637.40764601426,9044.51865348785
"942",6944,7765.5,7725.85537078161,7711.83231011633,7810.13213843068
"943",8167,8254,8251.66679833367,8226.57622269658,8370.61729214838
"944",7942,7755,7755.19254680755,7760.14097968222,8027.70671396972
"945",8120,8514.5,8509.20139834703,8477.46479753557,8903.07481136962
"946",9186,8775.5,8748.66033188747,8745.6605125572,9088.4273651104
"947",7032,7774.5,7752.99053070437,7725.35985079607,7883.22786868305
"948",8231,7895,7849.21027468178,7825.12763716755,8232.42869992362
"949",7482,7570,7543.43785538968,7541.69423686468,7825.52229103653
"950",9213,8787,8651.09717853638,8697.97092538689,9301.07322052422
"951",8031,8519,8490.54379244282,8484.1125641633,8745.13304764307
"952",7972,9368,9366.66485253531,9329.15825392921,9603.46990935295
"953",6916,7400,7355.57131494241,7343.89110754569,7500.31235071287
"954",7391,7789.5,7754.10529117953,7728.66549503035,8102.91158122605
"955",8050,7447,7412.58738057923,7411.43642135321,7755.31523597807
"956",7499,7086.5,7072.94817407291,7070.57159097422,7354.18873464609
"957",7083,7499.5,7442.49223604266,7410.18171998414,7779.7174633492
"958",6739,8335.5,8284.2143204988,8296.60659059927,8510.29942120724
"959",8255,7922.5,7869.89049796005,7863.78055309269,8651.82553050403
"960",9163,8185,8183.20348371476,8148.75526785197,8874.37423312437
"961",6787,6511,6491.32769719784,6471.97479807389,6618.14982423697
"962",8913,7696.5,7747.03314191242,7692.68840157455,8231.26471318817
"963",7373,8481,8474.11389433561,8450.74216162493,8745.57899120638
"964",8342,8330,8287.74303234251,8285.31472820362,8609.53598933097
"965",8866,7772,7736.75732537137,7688.55622992872,8189.75445932065
"966",8132,7763.5,7719.13310609216,7722.89607091763,8096.15780729985
"967",7589,7614,7578.03825837869,7566.28381574083,7954.40174885286
"968",8188,8431,8413.56702563836,8413.72080763408,8753.94042458226
"969",8489,7164.5,7156.75238444028,7116.90850358402,7550.62369675791
"970",7410,7827,7795.88399847456,7792.77870808958,8145.14674043106
"971",7791,8540.5,8470.61833652165,8481.29359949717,9018.35363822474
"972",8082,8067.5,8041.88264198895,8043.34376596705,8364.26452682918
"973",8300,8143.5,8101.9512463001,8101.15807344678,8502.43245683951
"974",8443,7818,7765.927659119,7768.34897435579,8185.59233183759
"975",7734,7585,7555.22949271122,7523.4097883419,7913.92089385151
"976",9555,8409.5,8334.39946431132,8344.85904165498,8926.21189316603
"977",8680,8022.5,8011.00002973863,8001.02884993355,8610.12370599125
"978",7760,8638,8604.07397474679,8594.97295554602,9095.9324261859
"979",8778,8453,8433.60997642662,8448.8351328806,8820.6384314658
"980",8034,7827.5,7791.00791055489,7808.26385147273,7927.17422830348
"981",8867,8559.5,8514.84656636697,8512.0909841542,8628.23931606497
"982",7879,6546,6595.80435551346,6552.09015358137,6829.15880441862
"983",8252,8492.5,8488.12930850576,8463.35287488973,8915.49232951923
"984",8857,7873,7799.35494928574,7795.15775221683,8252.39956095515
"985",8368,8199.5,8176.34503379518,8157.08181588383,8544.00622576929
"986",7439,6622.5,6606.90954520288,6595.13101868675,7001.85007590389
"987",7984,7585,7555.87899795487,7534.26921461319,7974.44280139966
"988",7806,7652.5,7639.0877861597,7650.43951636388,7753.76627552348
"989",7863,8478,8414.35513050097,8392.58395898169,8807.35171645174
"990",7286,8641,8604.43424071238,8611.45165510797,8705.1856729182
"991",9214,8695.5,8685.03435086804,8651.85648875023,8921.30604661068
"992",7884,9574,9523.88988883819,9549.84869022674,9653.78096076164
"993",8990,9027.5,9002.44246143069,8946.97485785863,9511.78455732421
"994",8212,7009,6973.1623096916,6957.67275913975,7257.16239411596
"995",8648,7665,7645.78809377819,7637.88553327456,8055.4748015135
"996",7929,7124.5,7109.93809507156,7113.50935670857,7347.46281122092
"997",6544,6743,6715.05120229754,6721.38727318462,6911.1340759646
"998",8061,8117,8099.8578059471,8099.56674756744,8468.82966620324
"999",6805,7656.5,7587.37006368773,7597.95819726335,7788.78389825919
"1000",7493,8447,8450.38800975604,8450.37922626985,8662.98100338344
